DateTime,AddedIPs,RemovedIPs
1548156123,80,80
1548157322,69,69
1548158522,18,18
1548159723,10,10
1548160922,4,4
1548161522,6,6
1548162123,18,18
1548162723,11,11
1548163322,2,2
1548164522,84,84
1548165724,75,75
1548166922,33,33
1548168123,66,66
1548169322,43,43
1548170522,92,92
1548171723,94,94
1548172922,49,49
1548174123,25,25
1548175323,16,16
1548175923,10,10
1548176523,21,21
1548177723,78,78
1548178922,98,98
1548180122,72,72
1548181323,14,14
1548182522,21,21
1548183122,1,1
1548183723,7,7
1548184324,8,8
1548184924,3,3
1548185523,14,14
1548186123,3,3
1548187322,77,77
1548188523,60,60
1548189723,72,72
1548190922,53,53
1548192122,33,33
1548193322,13,13
1548194522,37,37
1548195722,8,8
1548196922,4,4
1548198122,36,36
1548198723,47,47
1548199323,37,37
1548199923,24,24
1548200523,26,26
1548201122,42,42
1548201724,32,32
1548202323,10,10
1548202923,11,11
1548204122,9,9
1548205323,5,5
1548206522,13,13
1548207722,58,58
1548208922,93,93
1548209523,66,66
1548210123,63,63
1548211322,69,69
1548212522,46,46
1548213723,63,63
1548214923,33,33
1548216123,57,57
1548216723,79,79
1548217322,55,55
1548218522,23,23
1548219124,35,35
1548219722,14,14
1548220923,58,58
1548221523,46,46
1548222122,56,56
1548222722,22,22
1548223324,17,17
1548224523,89,89
1548225723,66,66
1548226323,17,17
1548226923,9,9
1548227524,4,4
1548228123,4,4
1548228722,9,9
1548229322,15,15
1548230523,21,21
1548231126,100,100
1548231723,44,44
1548232922,98,98
1548234122,12,12
1548234722,4,4
1548235923,2,2
1548236523,4,4
1548237723,28,28
1548238923,14,14
1548240123,4,4
1548241324,59,59
