DateTime,AddedIPs,RemovedIPs
1548081724,7,6
1548082924,1,3
1548084123,2,3
1548084723,0,7
1548085323,2,0
1548086523,3,1
1548087723,30,10
1548088323,2,0
1548088924,3,6
1548090123,2,2
1548090723,1,0
1548091322,2,4
1548091922,2,0
1548092523,3,0
1548094324,2,0
1548094923,12,0
1548095523,0,2
1548096124,8,1
1548097324,4,2
1548097923,8,9
1548098523,5,0
1548099123,2,3
1548099723,5,3
1548100323,1,1
1548100923,4,1
1548101523,0,3
1548102123,2,0
1548103322,5,2
1548104522,11,0
1548105723,3,1
1548106324,1,0
1548106922,4,0
1548108123,5,8
1548108723,1,5
1548109324,4,1
1548109922,4,0
1548110523,6,3
1548111723,0,5
1548112923,1,4
1548113523,5,0
1548114123,2,0
1548114723,2,0
1548115324,0,5
1548116522,2,1
1548117123,0,5
1548117722,0,3
1548118922,1,3
1548120123,1,3
1548121323,4,1
1548121922,1,3
1548122524,5,0
1548123123,4,9
1548123723,6,0
1548124323,1,0
1548124924,37,2
1548125523,2,6
1548126124,1,0
1548127323,2,5
1548127923,3,0
1548128523,7,4
1548129722,1,1
1548130922,3,9
1548131523,4,0
1548132122,1,2
1548133923,0,5
1548134523,2,4
1548135723,1,3
1548136323,0,2
1548136923,7,0
1548137523,0,5
1548138122,4,4
1548138723,0,6
1548139323,5,0
1548139922,2,0
1548140523,3,4
1548141723,3,3
1548142924,0,12
1548144124,2,4
1548144725,3,1
1548145323,3,2
1548146523,2,9
1548147122,8,13
1548147724,5,0
1548148924,3,4
1548150123,4,13
1548151323,2,13
1548152523,0,58
1548153123,4,0
1548153723,3,11
1548154924,1,6
1548156123,0,4
1548156723,2,3
1548157322,3,6
1548158523,2,1
1548159723,0,8
1548160322,2,3
1548160923,3,10
1548161522,3,0
1548162124,3,2
1548162723,7,7
1548163322,2,3
1548164522,1,3
1548165123,1,0
1548165724,3,0
1548166323,1,3
1548166923,5,4
1548168123,10,0
1548169323,5,12
1548169923,4,3
1548170522,4,0
1548171723,1,2
1548172923,2,2
1548174123,2,17
1548174724,3,0
1548175323,1,0
1548175923,1,0
1548176523,2,8
1548177723,1,2
1548178923,2,10
1548179523,1,0
1548180123,2,0
1548180723,2,7
1548181323,1,7
1548181923,0,3
1548183723,2,5
1548184924,0,11
1548186123,3,31
1548187322,3,0
1548187924,2,3
1548188523,2,2
1548189723,8,10
1548190923,2,9
1548192123,3,5
1548192724,4,0
1548193322,1,4
1548194523,3,8
1548195123,1,4
1548195722,3,4
1548196922,1,12
1548198122,3,7
1548198723,1,7
1548199323,16,4
1548199924,1,0
1548200523,2,0
1548201724,2,13
1548202323,1,1
1548203522,2,3
1548204122,4,4
1548204724,3,1
1548205323,2,0
1548206523,9,11
1548207722,5,68
1548208922,3,0
1548209524,1,8
1548210123,0,8
1548210722,6,0
1548211322,5,0
1548212522,1,16
1548213124,2,0
1548213723,43,0
1548214923,1,27
1548216123,2,1
1548217322,4,2
1548218522,1,12
1548219723,8,12
1548220923,2,9
1548221523,1,0
1548222123,3,2
1548222722,4,0
1548223324,2,9
1548223924,0,1
1548224523,16,0
1548225123,3,12
1548225723,6,3
1548226323,3,3
1548226923,6,3
1548228123,9,15
1548228723,14,2
1548229323,6,0
1548229923,5,8
1548230523,6,8
1548231126,4,1
1548231723,0,8
1548232322,14,0
1548232923,4,2
1548234123,8,3
1548234723,7,0
1548235323,1,4
1548235923,17,0
1548236523,3,1
1548237723,2,1
1548238923,6,2
1548239523,1,0
1548240123,25,69
1548241324,2,7
